id,email,ip_address,currency,stock_name,price
611,jbirtwhistlegy@disqus.com,23.42.124.215,Ruble,"America Movil S.A.B. de C.V.",53.34
612,kbazelygz@newsvine.com,180.249.50.195,Dalasi,Intellipharmaceutics International Inc.,58.63
613,rmereweatherh0@shareasale.com,182.224.237.137,Euro,"Tableau Software",75.89
614,irosebladeh1@blogs.com,139.121.122.33,Euro,"National Health Investors",93.54
615,amiklemh2@webmd.com,56.139.180.123,Ringgit,"GTY Technology Holdings",50.25
616,ahowcrofth3@pen.io,229.214.121.244,Tenge,Pioneer Energy Services Corp.,31.32
617,aandrolih4@tmall.com,12.33.78.158,Dirham,V.F. Corporation,18.84
618,wfantonh5@networkadvertising.org,130.64.74.21,Rupiah,"B&G Foods",62.73
619,ahanburybrownh6@altervista.org,63.247.61.149,Yuan Renminbi,Davis Select Financial ETF,53.89
620,lgofordh7@fotki.com,208.95.45.170,Pound,Mitel Networks Corporation,74.73
621,eorcash8@vk.com,7.27.2.209,Yen,"Shell Midstream Partners L.P..",55.89
622,oskeathh9@seesaa.net,138.6.72.22,Colon,National Instruments Corporation,21.30
623,qfanthomeha@toplist.cz,237.137.212.85,Ruble,"Tortoise Pipeline & Energy Fund",94.63
624,smarthb@bizjournals.com,198.126.73.47,Baht,"Endologix",85.60
625,rdriscollhc@acquirethisname.com,92.118.165.150,Peso,"MFA Financial",73.58
626,aellsworthehd@wordpress.com,10.118.84.68,Real,Investors Real Estate Trust,34.64
627,dtroucherhe@google.de,210.230.213.225,Peso,"Richmont Mines",53.39
628,mweinmannhf@cdc.gov,178.100.250.56,Marka,TEGNA Inc.,69.58
629,abiggenhg@unicef.org,89.185.13.226,Rupiah,FelCor Lodging Trust Incorporated,34.05
630,iriguardhh@angelfire.com,77.64.138.217,Sol,First Trust/Aberdeen Emerging Opportunity Fund,38.43
631,lisachi@oakley.com,167.14.63.117,Euro,"T2 Biosystems",36.83
632,ldenleyhj@cnbc.com,132.242.102.208,Rupiah,Wells Fargo & Company,65.59
633,imangenethk@google.com.br,212.253.161.90,Peso,Fairmount Santrol Holdings Inc.,85.11
634,leytonhl@princeton.edu,58.130.162.24,Shilling,"P.A.M. Transportation Services",63.67
635,jeastopehm@rediff.com,18.165.50.209,Yuan Renminbi,Party City Holdco Inc.,78.31
636,lbriscohn@census.gov,21.150.197.137,Rupiah,VSE Corporation,20.43
637,dqueneho@oracle.com,125.72.237.164,Hryvnia,First Trust International Multi-Asset Diversified Income Index,55.65
638,amurishp@amazon.de,119.3.207.180,Euro,"Calavo Growers",70.09
639,feunsonhq@ucoz.ru,36.168.114.86,Zloty,"Helix Energy Solutions Group",79.95
640,gjochenhr@utexas.edu,169.133.137.177,Shekel,Origin Agritech Limited,44.87
641,eherityhs@paginegialle.it,22.127.148.213,Yuan Renminbi,PACCAR Inc.,7.83
642,nbramstomht@xing.com,14.114.174.42,Euro,Sapiens International Corporation N.V.,20.29
643,tmintramhu@seattletimes.com,188.220.131.76,Rupiah,"RTI Surgical",0.98
644,tvaynehv@imdb.com,232.33.205.75,Yuan Renminbi,Euronav NV,22.38
645,qkingswoodhw@oracle.com,1.88.62.9,Pula,"Acacia Communications",18.48
646,ahaingehx@fotki.com,18.222.152.174,Yuan Renminbi,Tekla Life Sciences Investors,5.69
647,hantonomolihy@springer.com,169.67.159.247,Euro,State Bank Financial Corporation.,42.61
648,fboggishhz@i2i.jp,62.81.131.134,Euro,Assured Guaranty Ltd.,59.38
649,ggrubeyi0@mapquest.com,91.227.116.20,Euro,Gazit-Globe Ltd.,41.29
650,cwornumi1@nhs.uk,146.195.20.159,Yuan Renminbi,Titan Machinery Inc.,3.13
651,kweeklandi2@booking.com,46.22.211.206,Yuan Renminbi,"Kelly Services",43.31
652,jwoolbrooki3@narod.ru,134.1.134.29,Yuan Renminbi,"Bio-Rad Laboratories",39.87
653,dsmullini4@blog.com,24.92.5.182,Rupiah,"New Oriental Education & Technology Group",13.52
654,wpharoahi5@nbcnews.com,250.123.7.7,Euro,First Trust RBA Quality Income ETF,71.88
655,bbechleyi6@so-net.ne.jp,14.39.90.233,Real,Primo Water Corporation,14.19
656,ivaneedeni7@mapy.cz,16.26.251.130,Real,Dividend and Income Fund,21.35
657,dbeneri8@va.gov,107.201.106.201,Kyat,OceanFirst Financial Corp.,12.24
658,mwickeni9@flavors.me,22.210.97.234,Euro,"National Oilwell Varco",98.74
659,lcoddingtonia@creativecommons.org,175.160.172.127,Krona,Great Elm Capital Corp.,0.74
660,rthiemib@fotki.com,134.211.175.207,Yuan Renminbi,"Gartner",79.15
661,roganianic@hao123.com,118.29.138.205,Hryvnia,"Caladrius Biosciences",35.11
662,gclemenzoid@cnbc.com,216.95.237.169,Ruble,Steelcase Inc.,86.45
663,jmickleboroughie@webnode.com,107.24.34.82,Kuna,iPath US Treasury Long Bond Bear ETN,55.02
664,rsydryif@mtv.com,189.141.166.75,Ringgit,"American Midstream Partners LP",84.19
665,jpingstonig@blogs.com,220.111.83.209,Yuan Renminbi,Xplore Technologies Corp,27.22
666,sbiltonih@diigo.com,24.174.33.205,Rial,MV Oil Trust,44.47
667,hhyltonii@gmpg.org,22.107.161.170,Yuan Renminbi,Advantage Oil & Gas Ltd,59.26
668,woakeshottij@wp.com,165.157.178.86,Rupiah,E.I. du Pont de Nemours and Company,94.08
669,shaddletonik@ed.gov,254.193.205.77,Euro,"PhaseRx",79.29
670,krodbourneil@sitemeter.com,37.207.52.34,Yuan Renminbi,Pilgrim's Pride Corporation,76.49
671,dshillumim@foxnews.com,242.81.38.52,Sol,Luna Innovations Incorporated,18.35
672,apreenein@shutterfly.com,173.238.151.67,Peso,J P Morgan Chase & Co,94.44
673,rrozanskiio@theatlantic.com,175.48.250.17,Rupee,Sina Corporation,92.78
674,fmecoip@nytimes.com,89.192.45.2,Yuan Renminbi,Jacobs Engineering Group Inc.,58.33
675,hseateriq@home.pl,98.203.188.17,Dinar,Ashford Hospitality Trust Inc,99.85
676,cgaryir@jiathis.com,209.76.224.20,Rupiah,Nuveen Diversified Dividend and Income Fund,31.45
677,kpaulais@lulu.com,121.34.235.87,Yuan Renminbi,Grana y Montero S.A.A.,24.32
678,ggeartyit@studiopress.com,167.62.137.105,Yuan Renminbi,Arc Logistic Partners LP,77.71
679,akenioniu@mac.com,216.230.84.57,Rupiah,ObsEva SA,69.07
680,awaggeiv@cocolog-nifty.com,11.46.172.207,Euro,Capital One Financial Corporation,36.14
681,dtomleyiw@sun.com,90.40.51.216,Kwacha,"Axon Enterprise",18.16
682,gcrewdsonix@mit.edu,149.94.248.162,Yuan Renminbi,"Ollie's Bargain Outlet Holdings",96.21
683,jhinckesmaniy@e-recht24.de,85.221.154.153,Krona,"On Deck Capital",33.57
684,vwillgossiz@guardian.co.uk,159.99.75.113,Lek,"Huttig Building Products",58.55
685,sredfordj0@elegantthemes.com,201.122.202.231,Yuan Renminbi,Allstate Corporation (The),59.73
686,rklishinj1@plala.or.jp,39.135.227.69,Euro,CM Finance Inc,55.10
687,abashfordj2@who.int,240.218.194.180,Euro,PIMCO Income Strategy Fund,37.01
688,scroutearj3@pen.io,250.59.119.140,Baht,BlueLinx Holdings Inc.,60.95
689,hdybaldj4@nyu.edu,131.17.20.157,Rupiah,"Insmed",8.17
690,lmacscheriej5@thetimes.co.uk,84.153.236.22,Yuan Renminbi,Pilgrim's Pride Corporation,97.29
691,idaishj6@dmoz.org,226.56.155.107,Yen,"Pinnacle Foods",27.27
692,cpagramj7@mysql.com,26.152.120.15,Dong,Advent Claymore Convertible Securities and Income Fund,86.87
693,jsuddockj8@theguardian.com,0.17.243.139,Kina,Kansas City Southern,36.96
694,hbaudinellij9@bloglovin.com,182.216.145.31,Kuna,AGCO Corporation,26.43
695,asynkeja@auda.org.au,244.28.35.51,Som,"Flagstar Bancorp",90.53
696,sdumberrilljb@digg.com,14.134.157.221,Peso,Tower Semiconductor Ltd.,65.63
697,igravattjc@friendfeed.com,85.197.217.170,Zloty,Eaton Vance Floating Rate Income Trust,56.69
698,rislandjd@weibo.com,21.179.71.111,Peso,"MyoKardia",37.22
699,soaktonje@blog.com,210.215.137.216,Ariary,"Microvision",61.47
700,rlightonjf@google.ca,116.123.109.33,Yuan Renminbi,"Rocky Brands",45.28
701,zespositojg@usnews.com,12.110.251.132,Yuan Renminbi,Gaming Partners International Corporation,14.23
702,gvealljh@jigsy.com,133.145.194.71,Zloty,Capitala Finance Corp.,34.88
703,rdavidssonji@google.com,225.82.36.37,Rand,Aptevo Therapeutics Inc.,92.38
704,dscranejj@businessinsider.com,91.104.42.134,Dong,EPR Properties,73.41
705,gpolesjk@instagram.com,139.237.37.72,Euro,"Huntington Ingalls Industries",67.53
706,mwaplejl@cloudflare.com,157.158.132.205,Euro,Stellar Acquisition III Inc.,63.14
707,ahaselhurstjm@harvard.edu,4.3.128.58,Sol,"Republic First Bancorp",13.63
708,mtideswelljn@domainmarket.com,249.23.241.29,Euro,Crawford & Company,41.69
709,gbrissonjo@mediafire.com,168.218.187.41,Rupiah,CF Corporation,45.88
710,msidneyjp@latimes.com,4.34.70.80,Yuan Renminbi,Royal Bank Scotland plc (The),5.17
711,ecraciejq@miibeian.gov.cn,79.117.200.170,Rupiah,BioShares Biotechnology Clinical Trials Fund,58.32
712,lcaghanjr@craigslist.org,226.164.121.199,Peso,NGL ENERGY PARTNERS LP,55.38
713,cbrideauxjs@myspace.com,89.254.199.3,Ruble,The Cushing MLP Total Return Fund,53.83
714,ecorainjt@reference.com,27.136.174.64,Yuan Renminbi,Resource Capital Corp.,87.49
715,rolunnyju@berkeley.edu,113.87.81.229,Boliviano,"Reinsurance Group of America Incorporated",49.74
716,milbertjv@prnewswire.com,173.180.2.152,Real,"The Dixie Group",82.28
717,theakinsjw@geocities.jp,137.159.101.54,Rupiah,"Nexeo Solutions",96.94
718,echildesjx@is.gd,127.178.86.162,Euro,"Blucora",57.63
719,lremmersjy@merriam-webster.com,37.163.63.176,Rupiah,Rexnord Corporation,66.68
720,eseakesjz@typepad.com,148.97.125.71,Dollar,Horizon Technology Finance Corporation,88.80
721,smayouk0@symantec.com,113.149.197.171,Lev,Nuveen Preferred and Income Term Fund,90.50
722,gallardycek1@hubpages.com,112.46.77.164,Real,Akari Therapeutics Plc,49.34
723,vgaberk2@virginia.edu,18.173.205.220,Euro,Crawford & Company,53.69
724,wsimonittok3@istockphoto.com,118.77.255.104,Peso,Pengrowth Energy Corporation,65.13
725,lbehrk4@photobucket.com,105.179.210.48,Euro,"PayPal Holdings",63.92
726,tvanninik5@networksolutions.com,45.39.29.53,Dram,Arlington Asset Investment Corp,70.37
727,apurvesk6@rakuten.co.jp,77.204.155.42,Peso,iShares MSCI Europe Small-Cap ETF,15.83
728,aswaitk7@dropbox.com,31.64.106.218,Hryvnia,Macquarie Global Infrastructure Total Return Fund Inc.,13.73
729,lprettyk8@ow.ly,81.205.176.117,Krona,Western Alliance Bancorporation,52.60
730,medgellerk9@booking.com,84.211.18.176,Ruble,"Airgain",58.80
731,hkollaska@sbwire.com,83.239.29.222,Peso,"Banc of California",82.49
732,eserridgekb@nps.gov,166.90.59.5,Yuan Renminbi,J P Morgan Chase & Co,74.35
733,crodingerkc@cisco.com,253.242.179.187,Rupiah,WisdomTree Germany Hedged Equity Fund,95.27
734,jlangforthkd@phoca.cz,227.222.73.160,Yuan Renminbi,ContraVir Pharmaceuticals Inc,89.77
735,lhurtke@harvard.edu,0.145.198.163,Rupiah,DLH Holdings Corp.,32.55
736,lgronokf@who.int,164.241.247.44,Yuan Renminbi,"Southern First Bancshares",0.62
737,btrenholmkg@dailymail.co.uk,117.229.104.235,Real,D/B/A Chubb Limited New,55.51
738,wkesleykh@whitehouse.gov,68.252.177.200,Rupiah,"Bank of the James Financial Group",97.00
739,ialkerki@slate.com,115.126.66.44,Boliviano,PowerShares DWA Consumer Cyclicals Momentum Portfolio,82.13
740,emansonkj@aboutads.info,157.32.20.57,Baht,"Cogent Communications Holdings",12.65
741,csussamskk@reference.com,112.4.19.228,Kuna,Microsemi Corporation,81.26
742,ckohlermankl@delicious.com,53.144.104.193,Rupee,Capital One Financial Corporation,73.99
743,vbeekekm@zimbio.com,137.242.164.240,Yuan Renminbi,Avista Corporation,33.95
744,apickavantkn@chron.com,245.107.189.80,Rupiah,"ClubCorp Holdings",48.78
745,lselwynko@dedecms.com,27.157.64.126,Boliviano,Western Asset Variable Rate Strategic Fund Inc.,33.30
746,zwhitekp@shop-pro.jp,127.175.10.210,Sol,E.W. Scripps Company (The),33.41
747,jtrimmillkq@nih.gov,127.213.145.192,Peso,Rio Tinto Plc,40.11
748,cyuranovevkr@wiley.com,197.145.154.125,Yuan Renminbi,"Moleculin Biotech",80.16
749,ligonetks@newyorker.com,145.252.184.223,Ringgit,PowerShares High Yield Equity Dividend Achievers Portfolio,71.59
750,cabramsonkt@ifeng.com,70.118.195.133,Rupee,"Waterstone Financial",8.63
751,esegebrechtku@ask.com,194.43.34.34,Euro,"Enphase Energy",80.67
752,gtoffaninikv@nyu.edu,96.203.187.241,Hryvnia,Canadian Solar Inc.,28.91
753,mcroshawkw@hibu.com,34.243.163.126,Nakfa,Community West Bancshares,26.98
754,mcurdellkx@yale.edu,255.97.105.103,Pound,Orbotech Ltd.,88.01
755,miscowitzky@admin.ch,65.224.121.12,Krona,"BioLife Solutions",69.87
756,cpopplestonekz@imdb.com,163.222.179.250,Yuan Renminbi,Flaherty & Crumrine Preferred Income Fund Incorporated,32.07
757,dhuniwalll0@huffingtonpost.com,107.168.205.104,Euro,Immune Pharmaceuticals Inc.,76.39
758,aspatal1@topsy.com,144.238.9.165,Euro,"Bio-Path Holdings",37.41
759,rcastanel2@reference.com,95.106.65.219,Yuan Renminbi,TransUnion,17.05
760,mmussettinil3@miitbeian.gov.cn,116.40.159.191,Rupiah,"World Wrestling Entertainment",76.28
761,clinehaml4@google.es,161.50.143.171,Rupiah,"Just Energy Group",2.48
762,moconnorl5@canalblog.com,213.126.119.145,Hryvnia,"Oclaro",87.49
763,mbeertl6@adobe.com,26.75.212.157,Rupiah,"Lee Enterprises Incorporated",29.74
764,leneverl7@intel.com,179.230.181.232,Zloty,Renasant Corporation,16.39
765,cmorkhaml8@scientificamerican.com,138.26.50.96,Yuan Renminbi,KKR & Co. L.P.,35.50
766,jchantlerl9@vimeo.com,5.12.18.100,Rupiah,Pimco Income Opportunity Fund,0.58
767,rjellicorsela@surveymonkey.com,69.209.224.115,Hryvnia,MSCI Inc,33.88
768,fbagbylb@livejournal.com,114.74.108.65,Ruble,First Trust China AlphaDEX Fund,16.94
769,csarlelc@artisteer.com,221.248.197.20,Rupiah,Seanergy Maritime Holdings Corp,79.55
770,wcorneckld@si.edu,67.97.27.85,Dollar,Government Properties Income Trust,10.29
771,mstanyardle@blogs.com,44.94.241.82,Peso,Harsco Corporation,60.37
772,astukelf@ehow.com,103.168.198.104,Franc,"CryoPort",16.12
773,fkasmanlg@businesswire.com,160.44.190.110,Ruble,Diageo plc,72.98
774,cshippardlh@salon.com,3.23.171.251,Real,"Mirati Therapeutics",96.39
775,rmainli@mediafire.com,102.221.241.192,Naira,Five Star Senior Living Inc.,57.04
776,gfordylj@marketwatch.com,87.196.79.250,Ariary,"C.R. Bard",64.01
777,craubenheimerlk@unicef.org,172.237.166.187,Yuan Renminbi,"Beasley Broadcast Group",85.21
778,bastridgell@rediff.com,222.84.71.80,Peso,"Papa Murphy's Holdings",14.32
779,zgolbornlm@ning.com,46.57.218.218,Baht,"Steel Dynamics",99.00
780,rshelveyln@shareasale.com,127.106.133.48,Zloty,"Aeglea BioTherapeutics",87.66
781,rrolselo@mac.com,181.74.144.246,Zloty,"HarborOne Bancorp",3.05
782,mfriettlp@squidoo.com,157.99.49.161,Yuan Renminbi,"Sunstone Hotel Investors",55.33
783,gmynettlq@google.ca,104.231.2.96,Yuan Renminbi,"Magellan Health",39.16
784,tcurrumlr@webnode.com,238.66.245.55,Rupiah,Blackrock New York Municipal 2018 Term Trust,91.00
785,grizzinils@mozilla.org,153.213.100.12,Hryvnia,Verizon Communications Inc.,37.58
786,maggiolt@live.com,1.63.131.226,Peso,"Paratek Pharmaceuticals ",64.58
787,dsirmondlu@bigcartel.com,97.86.9.246,Peso,"Compania Cervecerias Unidas S.A.",55.02
788,bmounfieldlv@princeton.edu,66.175.212.1,Peso,"GenMark Diagnostics",62.44
789,aportchlw@flavors.me,24.232.180.38,Rupiah,"Catalyst Pharmaceuticals",17.11
790,sberggrenlx@cisco.com,12.144.34.199,Euro,Pennsylvania Real Estate Investment Trust,66.51
791,sgiaomozzoly@amazon.com,93.145.75.186,Euro,"Earthstone Energy",98.40
792,dscraselz@paypal.com,118.189.23.74,Euro,Arrow DWA Tactical ETF,59.47
793,sjefferdm0@apache.org,78.149.161.208,Peso,Goldman Sachs MLP Income Opportunities Fund,90.50
794,fbaudym1@netvibes.com,58.77.97.30,Peso,Vistra Energy Corp.,69.19
795,hgrishaginm2@yellowpages.com,130.35.150.18,Tugrik,GasLog Partners LP,52.95
796,srampleem3@answers.com,46.255.219.166,Euro,"BGC Partners",74.82
797,cattyeom4@whitehouse.gov,43.108.16.20,Ruble,"Antares Pharma",75.28
798,mwinsomem5@army.mil,198.90.72.170,Euro,"Cotiviti Holdings",22.38
799,pferrerm6@friendfeed.com,241.203.123.122,Peso,Regulus Therapeutics Inc.,8.94
800,cshorterm7@paginegialle.it,177.155.44.127,Krona,China Cord Blood Corporation,18.00
801,dtyghtm8@cnn.com,246.20.42.211,Tenge,PIMCO Income Strategy Fund II,76.40
802,eleberm9@ibm.com,112.56.204.154,Real,"Eldorado Resorts",32.98
803,flaitma@loc.gov,168.49.235.76,Ruble,National Holdings Corporation,12.50
804,ltashmb@sogou.com,151.220.50.117,Euro,"Synopsys",66.16
805,dickovitsmc@ezinearticles.com,40.23.114.80,Ruble,ABM Industries Incorporated,86.05
806,jmoncktonmd@bandcamp.com,93.193.244.24,Som,Tuttle Tactical Management Multi-Strategy Income ETF,94.06
807,cgreshamme@bandcamp.com,181.59.152.110,Euro,"CVR Partners LP",45.33
808,ispawellmf@myspace.com,77.157.192.63,Yen,Federal Agricultural Mortgage Corporation,22.54
809,sbabstmg@opensource.org,17.45.181.18,Yuan Renminbi,"Agilent Technologies",58.21
810,mfindlowmh@smh.com.au,11.52.225.111,Yuan Renminbi,"BeyondSpring",41.48
811,sdunbabinmi@yahoo.co.jp,200.84.104.36,Yuan Renminbi,"Angie's List",55.91
812,tcaustickmj@plala.or.jp,98.8.170.140,Bolivar,"Dominion Energy",90.95
813,kbastiemk@springer.com,26.48.151.181,Rupiah,ChromaDex Corporation,89.70
814,agarrandml@gnu.org,78.48.239.82,Rupiah,Fabrinet,41.81
815,rklinermm@spiegel.de,130.129.202.56,Euro,"Ritter Pharmaceuticals",79.09
816,wcoddringtonmn@state.tx.us,225.249.45.82,Euro,"McCormick & Company Incorporated",36.25
817,amerveillemo@addtoany.com,42.9.253.236,Pound,ORBCOMM Inc.,40.49
818,jburnhammp@npr.org,56.33.107.72,Franc,"Bonanza Creek Energy",42.68
819,rcalwaymq@whitehouse.gov,231.167.62.0,Dinar,Amgen Inc.,96.94
820,eellardmr@blinklist.com,90.223.27.214,Shilling,"Lawson Products",67.49
821,anorthcotems@japanpost.jp,231.238.252.227,Pound,Virtusa Corporation,33.29
822,wsinncockmt@privacy.gov.au,246.93.80.201,Euro,Harmony Merger Corp.,67.55
823,wcubbinimu@un.org,229.23.233.15,Rupiah,"Nexeo Solutions",72.45
824,hbraunfeldmv@trellian.com,122.46.109.102,Tugrik,"Colony NorthStar",87.54
825,cdepietrimw@japanpost.jp,124.216.232.195,Koruna,Huntington Bancshares Incorporated,40.98
826,lrydzynskimx@mapquest.com,127.124.183.205,Euro,DRDGOLD Limited,68.97
827,avaszolymy@cloudflare.com,92.250.69.209,Euro,"Gabelli Equity Trust (The)",95.29
828,gshadfourthmz@cbslocal.com,63.63.22.183,Real,"Monolithic Power Systems",76.62
829,kregon0@wikipedia.org,175.195.252.9,Lek,Aegon NV,30.20
830,egiblingn1@technorati.com,13.95.26.172,Yuan Renminbi,"Summit Financial Group",77.04
831,adepietrin2@businesswire.com,68.214.166.103,Zloty,First Trust Hong Kong AlphaDEX Fund,99.96
832,ddorrinsn3@dailymotion.com,202.169.129.219,Dollar,Associated Banc-Corp,23.61
833,khessingn4@hugedomains.com,48.238.145.32,Baht,Vulcan Materials Company,75.53
834,mblakesn5@chicagotribune.com,205.107.110.19,Euro,Ares Capital Corporation,36.52
835,rkroinn6@fema.gov,149.174.129.120,Yuan Renminbi,Wipro Limited,66.42
836,bampsn7@facebook.com,88.123.22.213,Euro,"Chipotle Mexican Grill",28.93
837,edeetchn8@boston.com,110.142.78.2,Yuan Renminbi,iShares MSCI Qatar Capped ETF,94.54
838,mgockelenn9@last.fm,103.142.181.117,Franc,Putnam Municipal Opportunities Trust,65.25
839,igowanlockna@nytimes.com,16.133.65.218,Yuan Renminbi,"Spirit Aerosystems Holdings",68.41
840,rjuckesnb@indiatimes.com,116.24.204.233,Yen,National Instruments Corporation,10.97
841,lmackimnc@google.es,5.189.184.88,Zloty,Global X MSCI SuperDividend EAFE ETF,23.02
842,mpeggsnd@ftc.gov,60.90.9.21,Zloty,"Apollo Global Management LLC",68.61
843,gcowserne@photobucket.com,34.16.239.254,Ruble,First BanCorp.,69.32
844,wgalwaynf@de.vu,145.41.206.8,Yuan Renminbi,Legacy Reserves LP,86.25
845,rgullefantng@state.gov,219.57.14.0,Ringgit,Nuveenn Intermediate Duration Quality Municipal Term Fund,34.68
846,rballentimenh@altervista.org,171.33.11.255,Euro,"Boston Properties",25.18
847,jkilminsterni@cnet.com,157.211.30.162,Euro,"Halyard Health",43.13
848,llonghurstnj@tripadvisor.com,187.60.9.248,Boliviano,"Sun Communities",52.43
849,dtullotnk@prweb.com,16.223.3.169,Euro,Burcon NutraScience Corp,97.51
850,mramanl@google.com.hk,205.122.155.89,Krona,ASA Gold and Precious Metals Limited,54.16
851,lverynm@free.fr,105.153.17.89,Rupiah,Lions Gate Entertainment Corporation,52.02
852,gsprostonnn@nyu.edu,80.195.6.143,Euro,Banner Corporation,63.64
853,gcolloffno@g.co,42.230.143.179,Litas,"Haverty Furniture Companies",86.91
854,tglynnenp@networkadvertising.org,29.252.61.251,Hryvnia,"Commercial Vehicle Group",61.42
855,ksheednq@mapquest.com,17.155.164.98,Kuna,Blackrock Municipal 2020 Term Trust,89.56
856,gperseynr@google.cn,25.28.232.222,Yuan Renminbi,LaSalle Hotel Properties,17.64
857,jmacksteadns@cnn.com,196.34.72.183,Euro,Blackrock MuniYield Investment QualityFund,53.02
858,kdegnennt@blogger.com,20.95.90.117,Euro,Neogen Corporation,38.67
859,akempsternu@ed.gov,193.148.250.118,Peso,"Argos Therapeutics",65.80
860,uiliffnv@examiner.com,214.70.240.210,Dollar,Histogenics Corporation,82.64
861,ggutsellnw@tiny.cc,39.202.192.238,Yuan Renminbi,Insulet Corporation,83.92
862,gcrawforthnx@google.com.hk,117.22.91.58,Yuan Renminbi,Seaspan Corporation,0.65
863,mhunnableny@unicef.org,174.107.215.103,Ruble,National Energy Services Reunited Corp.,75.33
864,ayegorevnz@ebay.co.uk,55.163.193.114,Krona,Scorpio Bulkers Inc.,19.40
865,fbingleyo0@boston.com,233.76.63.96,Yuan Renminbi,VictoryShares Emerging Market Volatility Wtd ETF,66.33
866,apagono1@4shared.com,7.19.64.127,Afghani,Amplify Online Retail ETF,41.14
867,tpechano2@hao123.com,228.9.135.74,Yuan Renminbi,"WhiteHorse Finance",36.99
868,kmedhursto3@naver.com,129.188.9.244,Yen,Murphy Oil Corporation,82.21
869,hmclemano4@boston.com,244.29.250.251,Pound,Concurrent Computer Corporation,45.43
870,kkorneevo5@gravatar.com,176.130.38.49,Peso,State Street Corporation,79.35
871,aewingtono6@alibaba.com,112.220.54.251,Euro,Canada Goose Holdings Inc.,80.26
872,cbedenhamo7@joomla.org,52.206.79.174,Peso,"Grupo Aeroportuario Del Pacifico S.A. de C.V.",53.98
873,szelleyo8@feedburner.com,36.136.115.122,Dollar,"Cardinal Health",52.04
874,wmaccraeo9@foxnews.com,85.186.51.161,Sol,PowerShares Global Gold & Precious Metals Portfolio,90.60
875,egrixoa@irs.gov,195.105.112.219,Hryvnia,"Global Brass and Copper Holdings",77.68
876,gheretyob@weebly.com,104.81.140.19,Manat,Stantec Inc,2.03
877,lfolksoc@nih.gov,0.177.38.156,Dinar,"Dillard's",87.47
878,dfairlambod@pcworld.com,192.3.1.70,Euro,Paylocity Holding Corporation,85.64
879,ekaubischoe@phpbb.com,249.119.199.192,Franc,Senior Housing Properties Trust,15.23
880,fhoovartof@elpais.com,204.96.239.120,Dinar,Kate Spade & Company,23.18
881,gqusklayog@vistaprint.com,195.223.125.19,Euro,Embraer-Empresa Brasileira de Aeronautica,17.01
882,cliepinaoh@washingtonpost.com,51.87.174.159,Peso,Horizon Technology Finance Corporation,16.22
883,mbarrusoi@hatena.ne.jp,39.3.254.140,Krona,ABB Ltd,36.39
884,rtringhamoj@macromedia.com,214.151.89.160,Rupee,"Fresh Del Monte Produce",47.62
885,oallstonok@themeforest.net,130.23.112.125,Yuan Renminbi,"TerraVia Holdings",31.80
886,mcamdenol@dion.ne.jp,114.34.40.13,Yuan Renminbi,"Skyworks Solutions",80.89
887,nmacalesterom@amazon.de,23.33.204.74,Lek,"Adverum Biotechnologies",29.65
888,rcawkillon@webs.com,13.144.105.140,Yuan Renminbi,JetPay Corporation,0.33
889,ntwiggoo@msu.edu,77.207.2.181,Dollar,"NextEra Energy",82.02
890,poquinop@ifeng.com,65.181.214.240,Shekel,Lions Gate Entertainment Corporation,85.16
891,kwankeloq@blinklist.com,59.18.216.202,Kyat,"US Ecology",72.62
892,iollerearnshawor@whitehouse.gov,72.79.10.154,Dollar,Tupperware Brands Corporation,92.33
893,fboutellieros@nydailynews.com,8.25.162.189,Rupee,Blackrock Global,7.01
894,ppalombiot@theglobeandmail.com,113.5.69.238,Peso,CF Corporation,64.01
895,sebertsou@prnewswire.com,120.190.101.86,Yuan Renminbi,Cytosorbents Corporation,71.52
896,gmabeeov@nih.gov,21.117.108.25,Euro,"SPX FLOW",79.11
897,mmerrimentow@pcworld.com,76.240.112.31,Euro,NVE Corporation,91.22
898,hranyox@123-reg.co.uk,61.248.91.221,Euro,State Bank Financial Corporation.,39.65
899,dklamptoy@intel.com,71.57.131.198,Cedi,LendingClub Corporation,48.28
900,kmoiseyoz@businessinsider.com,146.59.34.5,Dirham,RMG Networks Holding Corporation,35.11
901,rgariochp0@sogou.com,112.194.169.113,Dollar,"BancorpSouth",27.83
902,cduckhousep1@domainmarket.com,203.229.173.159,Krona,World Acceptance Corporation,17.80
903,lstonehewerp2@shutterfly.com,45.108.61.154,Lari,iShares MSCI Global Impact ETF,16.15
904,kbulfordp3@google.es,15.185.228.136,Colon,TriplePoint Venture Growth BDC Corp.,5.93
905,kfreegardp4@altervista.org,103.29.71.151,Rupiah,"Global Ship Lease",11.48
906,aebbenp5@msn.com,29.3.60.141,Peso,"Ruth's Hospitality Group",11.47
907,gvlasovp6@printfriendly.com,131.217.46.252,Krona,Equity Commonwealth,70.06
908,prubinlichtp7@oaic.gov.au,9.74.178.251,Yuan Renminbi,FirstEnergy Corporation,96.07
909,hjohnysp8@apache.org,32.194.44.99,Ruble,Pebblebrook Hotel Trust,44.62
910,fdrohunp9@privacy.gov.au,120.33.233.110,Zloty,"Stage Stores",10.52
911,criggepa@thetimes.co.uk,222.90.56.138,Quetzal,LaSalle Hotel Properties,2.31
912,wnaglepb@usda.gov,124.66.233.152,Yuan Renminbi,Markel Corporation,13.90
